,title,year,critic_score,people_score,type,genre,rating,original_language,box_office_(gross_usa),runtime,director,producer,writer,crew,original_language,Origin/Ethnicity,color
442,Invincible,2006,72,73.0,Sports & Fitness,"drama, biography",PG (Sports|Some Mild Language),English,$57.8M,1h 44m,Ericson Core,"['Gordon Gray', ' Mark Ciardi', ' Ken Mok']",['Brad Gann'],"['Mark Wahlberg', ' Greg Kinnear', ' Elizabeth Banks', ' Kevin Conway', ' Michael Rispoli', ' Kirk Acevedo', ' Dov Davidoff', ' Michael Kelly', ' Sal Darigo', ' Nicoye Banks', ' Ericson Core', ' Brad Gann', ' Mark Isham', ' Gordon Gray', ' Mark Ciardi', ' Ken Mok', ' Victor H. Constantino', ' Nicole Reed', ' Ezra Swerdlow', ' Ericson Core']",English,American,red
443,The Blind Side,2009,66,85.0,Sports & Fitness,"drama, biography",PG-13 (Drug References|Brief Violence|Sexual References),English,$256.0M,2h 8m,John Lee Hancock,"['Gil Netter', ' Broderick Johnson', ' Andrew A. Kosove']",['John Lee Hancock'],"['Sandra Bullock', ' Tim McGraw', ' Quinton Aaron', ' Jae Head', ' Lily Collins', ' Ray McKinnon', ' Kim Dickens', ' Adriane Lenox', ' Kathy Bates', ' Catherine Dyer', ' John Lee Hancock', ' John Lee Hancock', ' Gil Netter', ' Broderick Johnson', ' Andrew A. Kosove', ' Molly Smith', ' Erwin Stoff', ' Timothy M. Bourne', ' Carter Burwell', ' Alar Kivilo']",English,American,red
444,Secretariat,2010,63,76.0,Sports & Fitness,"drama, biography",PG (Brief Mild Language),English,$59.7M,2h 3m,Randall Wallace,"['Mark Ciardi', ' Gordon Gray']",['Mike Rich'],"['Diane Lane', ' John Malkovich', ' Dylan Walsh', ' Dylan Baker', ' Margo Martindale', ' Nelsan Ellis', ' Otto Thorwarth', ' Scott Glenn', ' Fred Thompson', ' AJ Michalka', ' Randall Wallace', ' Mike Rich', ' Mark Ciardi', ' Gordon Gray', ' Bill Johnson', ' Mike Rich', ' Dean Semler', ' Michael Boyd']",English,American,red
445,The Sandlot,1993,63,89.0,Sports & Fitness,"kids and family, comedy, drama",PG,English,$31.7M,1h 41m,David Mickey Evans,"['Dale De La Torre', ' William S. Gilmore']","['David Mickey Evans', ' Robert Gunter']","['Thomas Guiry', ' Patrick Renna', ' Chauncey Leopardi', ' Marty York', ' Brandon Adams', ' Grant Gelt', ' Shane Obedzinski', ' Victor DiMattia', ' Karen Allen', ' David Mickey Evans', ' David Mickey Evans', ' Robert Gunter', ' Mark Burg', ' Dale De La Torre', ' William S. Gilmore', ' Robert Gunter', ' Cathleen Summers', ' Chris Zarpas']",English,American,red
446,Glory Road,2006,55,81.0,Sports & Fitness,drama,PG (Mild Language|Epithets|Racial Issues|Violence),English,$42.6M,1h 57m,James Gartner,['Jerry Bruckheimer'],['Christopher Cleveland'],"['Josh Lucas', ' Derek Luke', ' Austin Nichols', ' Jon Voight', ' Evan Jones', ' Schin A.S. Kerr', ' Alphonso McAuley', ' Mehcad Brooks', ' Sam Jones III', ' Damaine Radcliff', ' James Gartner', ' Christopher Cleveland', ' Jerry Bruckheimer', ' Chad Oman', ' Mike Stenson', ' John Toon', ' Lisa Mae Fincannon']",English,American,orange
447,Because of Winn-Dixie,2005,55,63.0,Sports & Fitness,"kids and family, drama",PG (Thematic Elements|Brief Mild Language),English,$32.6M,1h 45m,Wayne Wang,['Trevor Albert'],,"['AnnaSophia Robb', ' Jeff Daniels', ' Cicely Tyson', ' Eva Marie Saint', ' Dave Matthews', ' Courtney Jines', ' Elle Fanning', ' Nick Price', ' Luke Benward', ' Lara Grice', ' Wayne Wang', ' Kate DiCamillo', ' Joan V. Singleton', ' Trevor Albert', ' Rachel Portman', ' Karl Walter Lindenlaub', ' Donald Graham Burt', ' Hope Hanafin', ' Kathleen M. Courtney']",English,American,orange
448,The Perfect Game,2008,57,70.0,Sports & Fitness,"kids and family, drama",PG (Some Thematic Elements),English,$1.1M,1h 58m,William Dear,"['Mark W. Koch', ' Daniel de Liege', ' David Salzberg', ' Christian Tureaud', ' W. William Winokur', ' Michael O. Gallant']",['W. William Winokur'],"['Clifton Collins Jr.', ' Cheech Marin', ' Moises Arias', ' Jake T. Austin', ' Ryan Ochoa', ' Emilie de Ravin', ' Patricia Manterola', ' Louis Gossett Jr.', ' Jansen Panettiere', ' David Koechner', ' William Dear', ' W. William Winokur', ' Mark W. Koch', ' Daniel de Liege', ' David Salzberg', ' Christian Tureaud', ' W. William Winokur', ' Michael O. Gallant', ' Jim Van Eerden', ' Bill Conti']",English,American,orange
449,Soul Surfer,2011,45,75.0,Sports & Fitness,drama,PG (Some Thematic Material|An Intense Accident Sequence),English,$43.9M,1h 46m,Sean McNamara,"['David Zelon', ' Douglas Schwartz', ' Dutch Hofstetter', ' David Brookwell', ' Sean McNamara']","['Sean McNamara', ' Deborah Schwartz', ' Douglas Schwartz', ' Michael Berk']","['AnnaSophia Robb', ' Helen Hunt', ' Dennis Quaid', ' Lorraine Nicholson', ' Carrie Underwood', ' Sonya Balmores', ' Kevin Sorbo', ' Ross Thomas', ' Cody Gomes', ' Arlene Newman-Van Asperen', ' Sean McNamara', ' Sean McNamara', ' Deborah Schwartz', ' Douglas Schwartz', ' Michael Berk', ' David Zelon', ' Douglas Schwartz', ' Dutch Hofstetter', ' David Brookwell', ' Sean McNamara']",English,American,orange
450,The Replacements,2000,41,66.0,Sports & Fitness,comedy,PG-13 (Sexual Humor|Language),English,$44.7M,1h 58m,Howard Deutch,,['Vince McKewin'],"['Keanu Reeves', ' Gene Hackman', ' Orlando Jones', ' Jon Favreau', ' Brooke Langton', ' Rhys Ifans', ' Jack Warden', ' Faizon Love', ' Michael Taliferro', ' Ace Yonamine', ' Howard Deutch', ' Vince McKewin', ' Jeffrey Chernov', ' Steven Reuther', ' Erwin Stoff', ' John Debney', ' Tak Fujimoto', ' Seth Flaum', ' Bud S. Smith', ' Dan Bishop']",English,American,orange
451,Beerfest,2006,41,75.0,Sports & Fitness,comedy,R (Nudity|Language|Pervasive Crude Sexual Content|Substance Abuse),English,$19.2M,1h 50m,Jay Chandrasekhar,['Bill Gerber'],"['Jay Chandrasekhar', ' Kevin Heffernan', ' Steve Lemme', ' Paul Soter', ' Erik Stolhanske']","['Jay Chandrasekhar', ' Kevin Heffernan', ' Erik Stolhanske', ' Paul Soter', ' Steve Lemme', ' Jurgen Prochnow', ' Cloris Leachman', ' Will Forte', "" Mo'Nique"", ' Ralf Moeller', ' Jay Chandrasekhar', ' Jay Chandrasekhar', ' Kevin Heffernan', ' Steve Lemme', ' Paul Soter', ' Erik Stolhanske', ' Frank DeMarco', ' Lee Haxall', ' Clark Hunter', ' Bill Gerber']",English,American,orange
452,Grudge Match,2013,31,46.0,Sports & Fitness,comedy,PG-13 (Sexual Content|Language|Sports Action Violence),English,$29.8M,1h 53m,Peter Segal,"['Bill Gerber', ' Mark Steven Johnson', ' Michael Ewing', ' Peter Segal', ' Ravi Mehta']","['Tim Kelleher', ' Rodney Rothman']","['Robert De Niro', ' Sylvester Stallone', ' Kevin Hart', ' Kim Basinger', ' Alan Arkin', ' Jon Bernthal', ' Camden Gray', ' LL Cool J', ' Carrie Lazar', ' Todd Truley', ' Peter Segal', ' Rodney Rothman', ' Bill Gerber', ' Mark Steven Johnson', ' Michael Ewing', ' Peter Segal', ' Jane Rosenthal', ' Kevin King Templeton']",English,American,green
453,Jiminy Glick in Lalawood,2004,22,32.0,Sports & Fitness,comedy,R (Language|Crude Sexual Content),English,$25.7K,1h 30m,Vadim Jean,,['Martin Short'],"['Martin Short', ' Jan Hooks', ' Linda Cardellini', ' Janeane Garofalo', ' John Michael Higgins', ' Elizabeth Perkins', ' Larry Joe Campbell', ' Mo Collins', ' DeRay Davis', ' Carlos Jacott', ' Vadim Jean', ' Martin Short', ' Scott Niemeyer', ' Norm Waitt', ' Monika Mikkelsen', ' Maureen Webb', ' Tony Devenyi', ' Carlos Bolbrugge']",English,Canadian,green
454,Playing for Keeps,2012,4,41.0,Sports & Fitness,romance,PG-13 (Language|A Brief Intense Image|Some Sexual Situations),English,$13.1M,1h 45m,Gabriele Muccino,"['Jonathan Mostow', ' Kevin Misher', ' Gerard Butler', ' Alan Siegel', ' Heidi Jo Markel', ' John Thompson']",['Robbie Fox'],"['Gerard Butler', ' Jessica Biel', ' Uma Thurman', ' Catherine Zeta-Jones', ' Dennis Quaid', ' Judy Greer', ' James Tupper', ' Noah Lomax', ' Abella Wyss', ' Gabriele Muccino', ' Robbie Fox', ' Jonathan Mostow', ' Kevin Misher', ' Gerard Butler', ' Alan Siegel', ' Heidi Jo Markel', ' John Thompson', ' Avi Lerner', ' Danny Dimbort']",English,American,green
455,The Return,2003,96,93.0,Television,drama,,Russian,$502.0K,1h 50m,Andrei Zvyagintsev,['Dmitri Lesnevsky'],"['Vladimir Moiseyenko', ' Aleksandr Novototskiy']","['Ivan Dobronravov', ' Vladimir Garin', ' Konstantin Lavronenko', ' Natalya Vdovina', ' Galina Petrova', ' Andrei Zvyagintsev', ' Aleksandr Novototskiy', ' Vladimir Mogilevsky', ' Zhanna Pakhomova']",Russian,American,red
456,Behind the Candelabra,2013,94,71.0,Television,"gay and lesbian, drama, romance, biography",TVMA (S|L),English,,1h 58m,Steven Soderbergh,"['Gregory Jacobs', ' Susan Ekins', ' Michael Polaire']",['Richard LaGravenese'],"['Michael Douglas', ' Matt Damon', ' Dan Aykroyd', ' Scott Bakula', ' Rob Lowe', ' Bruce Ramsay', ' Cheyenne Jackson', ' Debbie Reynolds', ' Eric Zuckerman', ' Eddie Jemison', ' Steven Soderbergh', ' Richard LaGravenese', ' Gregory Jacobs', ' Susan Ekins', ' Michael Polaire', ' Jerry Weintraub', ' Ellen Mirojnick']",English,American,red
457,F for Fake,1973,88,89.0,Television,documentary,PG,English,,1h 28m,Orson Welles,['Dominique Antoine'],"['Orson Welles', ' Oja Kodar']","['Orson Welles', ' Oja Kodar', ' Joseph Cotten', ' Paul Stewart', ' Gary Graver', ' Andrés Vicente Gómez', ' Christian Odasso', ' Orson Welles', ' Orson Welles', ' Oja Kodar', ' Dominique Antoine', ' Richard Drewitt', ' Michel Legrand', ' Marie-Sophie Dubus', ' Dominique Engerer', ' Orson Welles']",English,American,red
458,Duel,1971,88,84.0,Television,mystery and thriller,TVPG (L),English,,1h 35m,Steven Spielberg,['George Eckstein'],['Richard Matheson'],"['Dennis Weaver', ' Tim Herbert', ' Charles Seel', ' Eddie Firestone', "" Shirley O'Hara"", ' Lucille Benson', ' Alexander Lockwood', ' Amy Douglass', ' Gene Dynarski', ' Cary Loftin', ' Steven Spielberg', ' George Eckstein', ' Richard Matheson']",English,American,red
459,Doctor Zhivago,1965,84,88.0,Television,"drama, history, romance, war",PG-13,English,$87.1K,3h 17m,David Lean,['Carlo Ponti'],"['Boris Pasternak', ' Robert Bolt']","['Omar Sharif', ' Julie Christie', ' Geraldine Chaplin', ' Tom Courtenay', ' Alec Guinness', ' Rod Steiger', ' Siobhan McKenna', ' Ralph Richardson', ' Rita Tushingham', ' Adrienne Corri', ' David Lean', ' Boris Pasternak', ' Robert Bolt', ' Carlo Ponti', ' Maurice Jarre', ' Freddie Young', ' Nicolas Roeg', ' Norman Savage', ' John Box']",English,American,red
460,This Film Is Not Yet Rated,2006,84,81.0,Television,documentary,,English,$302.2K,1h 37m,Kirby Dick,['Eddie Schmidt'],,"['Kirby Dick', ' Eddie Schmidt', ' Alison Palmer Bourke', ' Evan Shapiro']",English,American,red
461,The Rugrats Movie,1998,59,50.0,Television,"kids and family, animation, adventure",G,English,$100.5M,1h 19m,Igor Kovalyov,['Arlene Klasky'],"['David N. Weiss', ' J. David Stem', ' Gabor Csupo']","['E.G. Daily', ' Christine Cavanaugh', ' Kath Soucie', ' Cheryl Chase', ' Tara Charendoff', ' Jack Riley', ' Joe Alaskey', ' Philip Proctor', ' Cree Summer', ' Tress MacNeille', ' Igor Kovalyov', ' David N. Weiss', ' J. David Stem', ' Debby Beece', ' Eryk Casemiro', ' Gabor Csupo', ' Albie Hecht', ' Arlene Klasky', ' Julia Pistor', ' Hal Waite']",English,American,green
462,I'm Still Here,2010,53,38.0,Television,"music, documentary",R (Graphic Nudity|Crude Content|Pervasive Language|Sexual Material|Some Drug Use),English,$408.7K,1h 48m,Casey Affleck,"['Casey Affleck', ' Joaquin Phoenix', ' Amanda White']","['Casey Affleck', ' Joaquin Phoenix']","['Joaquin Phoenix', ' Antony Langdon', ' Casey Affleck', ' Casey Affleck', ' Joaquin Phoenix', ' Casey Affleck', ' Joaquin Phoenix', ' Amanda White', ' Casey Affleck', ' Casey Affleck', ' Marty Fogg']",English,American,green
463,Bamboozled,2000,52,74.0,Television,"comedy, drama",R (Strong Language|Some Violence),English,$2.2M,2h 15m,Spike Lee,"['Spike Lee', ' Jon Kilik']",['Spike Lee'],"['Damon Wayans', ' Savion Glover', ' Jada Pinkett Smith', ' Tommy Davidson', ' Michael Rapaport', ' Thomas Jefferson Byrd', ' Paul Mooney', ' Gillian Iliana Waters', ' Susan Batson', ' Spike Lee', ' Spike Lee', ' Spike Lee', ' Jon Kilik', ' Kisha Imani Cameron', ' Terence Blanchard', ' Ellen Kuras', ' Samuel D. Pollard', ' Aisha Coley', ' Victor Kempster']",English,American,orange
464,No Strings Attached,2011,49,51.0,Television,romance,R (Sexual Content|Language|Some Drug Material),English,$70.6M,1h 48m,Ivan Reitman,"['Ivan Reitman', ' Joe Medjuck', ' Jeffrey Clifford']",['Elizabeth Meriwether'],"['Natalie Portman', ' Ashton Kutcher', ' Cary Elwes', ' Kevin Kline', ' Lake Bell', ' Olivia Thirlby', ' Greta Gerwig', ' Chris ""Ludacris"" Bridges', ' Mindy Kaling', ' Ivan Reitman', ' Elizabeth Meriwether', ' Ivan Reitman', ' Joe Medjuck', ' Jeffrey Clifford', ' Roger Birnbaum', ' Gary Barber', ' Jonathan Glickman', ' Natalie Portman', ' Tom Pollock']",English,American,green
465,Man of the Year,2006,21,45.0,Television,comedy,PG-13 (Drug Related Material|Brief Violence|Language|Some Crude Sexual References),English,$37.4M,1h 55m,Barry Levinson,"['Barry Levinson', ' Robert N. Fried', ' James G. Robinson']",['Barry Levinson'],"['Robin Williams', ' Laura Linney', ' Christopher Walken', ' Lewis Black', ' Jeff Goldblum', ' Rick Roberts', ' David Alpay', ' Karen Hines', ' Linda Kash', ' Sasha Roiz', ' Barry Levinson', ' Barry Levinson', ' Barry Levinson', ' Robert N. Fried', ' James G. Robinson', ' David Coatsworth', ' Guy McElwaine', ' David C. Robinson', ' Dick Pope', ' Stu Linder']",English,American,green
466,Pokémon 3: The Movie,2001,21,53.0,Television,"kids and family, adventure, anime",G,Japanese,$17.1M,1h 33m,Kunihiko Yuyama,"['Norman J. Grossfield', ' Choji Yoshikawa', ' Yukako Matsusako', ' Takemoto Mori']","['Takeshi Shudo', ' Hideki Sonoda']","['Veronica Taylor', ' Rachel Lillis', ' Eric Stuart', ' Addie Blaustein', ' Ikue Otani', ' Amy Birnbaum', ' Stan Hart', ' Kunihiko Yuyama', ' Norman J. Grossfield', ' Choji Yoshikawa', ' Yukako Matsusako', ' Takemoto Mori', ' Masakazu Kubo', ' Takashi Kawaguchi', ' Takeshi Shudo', ' Hideki Sonoda']",Japanese,Japanese,green
467,The Honeymooners,2005,13,30.0,Television,comedy,PG-13 (Some Innuendo|Rude Humor),English,$12.8M,1h 30m,John Schultz,"['Julie Durk', ' David T. Friendly', ' Eric Rhone', ' Marc Turtletaub']","['Barry W. Blaustein', ' Danny Jacobson', ' Saladin Patterson', ' Don Rhymer', ' David Sheffield']","['Cedric the Entertainer', ' Mike Epps', ' Gabrielle Union', ' Regina Hall', ' Eric Stoltz', ' Jon Polito', ' John Alberto Leguizamo', ' Carol Woods', ' Ajay Naidu', ' Kim Chan', ' John Schultz', ' Barry W. Blaustein', ' Danny Jacobson', ' Saladin Patterson', ' Don Rhymer', ' David Sheffield', ' Julie Durk', ' David T. Friendly', ' Eric Rhone', ' Marc Turtletaub']",English,American,green
468,From Justin to Kelly,2003,10,39.0,Television,"comedy, romance, musical",PG (Thematic Elements|Sensuality|Brief Language),English,$4.9M,1h 21m,Robert Iscove,"['Gayla Aspinall', ' John Steven Agoglia']",,"['Kelly Clarkson', ' Justin Guarini', ' Katherine Bailess', ' Anika Noni Rose', ' Greg Siff', ' Brian Dietzen', ' Jason Yribar', ' Kaitlin Riley', ' Renee Robertson', ' Yamil Piedra', ' Robert Iscove', ' Gayla Aspinall', ' John Steven Agoglia', ' Simon Fuller', ' Kim Fuller', ' Francis Kenny', ' Charles Rosen', ' Casey O. Rohrs', ' Tirsa Hackshaw']",English,American,green
469,Unforgiven,1992,96,93.0,Western,western,R,English,$100.0M,2h 10m,Clint Eastwood,['Clint Eastwood'],['David Webb Peoples'],"['Clint Eastwood', ' Gene Hackman', ' Morgan Freeman', ' Jaimz Woolvett', ' Saul Rubinek', ' Frances Fisher', ' Anna Thomson', ' David Mucci', ' Rob Campbell', ' Clint Eastwood', ' David Webb Peoples', ' David Valdes', ' Clint Eastwood', ' Jack N. Green', ' Joel Cox', ' Lennie Niehaus', ' Henry Bumstead', ' Adrian Gorton']",English,American,red
470,The Man Who Shot Liberty Valance,1962,94,92.0,Western,western,,English,,2h 2m,John Ford,"['Willis Goldbeck', ' John Ford']","['James Warner Bellah', ' Willis Goldbeck']","['James Stewart', ' John Wayne', ' Vera Miles', ' Lee Marvin', "" Edmond O'Brien"", ' Andy Devine', ' Woody Strode', ' Jeanette Nolan', ' Ken Murray', ' John Qualen', ' James Warner Bellah', ' Willis Goldbeck', ' Dorothy M. Johnson', ' Willis Goldbeck', ' Alfred Newman', ' William H. Clothier', ' Otho Lovering']",English,American,red
471,Django Unchained,2012,87,91.0,Western,"western, action, drama",R (Language|A Vicious Fight|Some Nude Images|Strong Graphic Violence),English,$162.8M,2h 45m,Quentin Tarantino,"['Stacey Sher', ' Reginald Hudlin', ' Pilar Savone']",['Quentin Tarantino'],"['Jamie Foxx', ' Christoph Waltz', ' Leonardo DiCaprio', ' Samuel L. Jackson', ' Kerry Washington', ' Walton Goggins', ' Dennis Christopher', ' James Remar', ' David Steen', ' Dana Gourrier', ' Quentin Tarantino', ' Quentin Tarantino', ' Stacey Sher', ' Reginald Hudlin', ' Pilar Savone', ' Harvey Weinstein', ' Bob Weinstein', ' Michael Shamberg', ' James W. Skotchdopole', ' Shannon McIntosh']",English,American,red
472,The Wild Bunch,1969,90,91.0,Western,western,R,English,,2h 22m,Sam Peckinpah,['Phil Feldman'],"['Walon Green', ' Roy N. Sickner', ' Sam Peckinpah']","['William Holden', ' Ernest Borgnine', ' Robert Ryan', "" Edmond O'Brien"", ' Warren Oates', ' Jaime Sanchez', ' Strother Martin', ' L.Q. Jones', ' Sam Peckinpah', ' Walon Green', ' Roy N. Sickner', ' Sam Peckinpah', ' Phil Feldman', ' Lucien Ballard', ' Lou Lombardo', ' Edward Carrere']",English,American,red
473,3:10 to Yuma,2007,89,86.0,Western,"drama, western",R (Violence|Some Language),English,$53.6M,2h,James Mangold,['Cathy Konrad'],"['Stuart Beattie', ' Michael Brandt', ' Derek Haas', ' James Mangold']","['Russell Crowe', ' Christian Bale', ' Logan Lerman', ' Dallas Roberts', ' Ben Foster', ' Peter Fonda', ' Vinessa Shaw', ' Alan Tudyk', ' Luce Rains', ' Gretchen Mol', ' James Mangold', ' Stuart Beattie', ' Michael Brandt', ' Derek Haas', ' James Mangold', ' Cathy Konrad', ' Phedon Papamichael', ' Andrew Menzies', ' Michael McCusker', ' Arianne Phillips']",English,American,red
474,Lone Star,1996,94,83.0,Western,drama,R,English,$13.1M,2h 14m,John Sayles,['Maggie Renzi'],['John Sayles'],"['Chris Cooper', ' Elizabeth Peña', ' Joe Morton', ' Ron Canada', ' Clifton James', ' Kris Kristofferson', ' Matthew McConaughey', ' Miriam Colon', ' Frances McDormand', ' Jeff Monahan', ' John Sayles', ' John Sayles', ' John Sloss', ' Maggie Renzi', ' Stuart Dryburgh', ' John Sayles', ' Avy Kaufman', ' Dan Bishop', ' J. Kyler Black']",English,American,red
475,Butch Cassidy and the Sundance Kid,1969,88,92.0,Western,"western, action",PG,English,,1h 50m,George Roy Hill,['John Foreman'],['William Goldman'],"['Paul Newman', ' Robert Redford', ' Katharine Ross', ' Strother Martin', ' Henry Jones', ' Jeff Corey', ' George Furth', ' Cloris Leachman', ' Ted Cassidy', ' Kenneth Mars', ' George Roy Hill', ' William Goldman', ' John Foreman', ' Paul Monash', ' Burt Bacharach', ' Conrad L. Hall', ' John C. Howard', ' Richard C. Meyer', ' Philip M. Jefferies', ' Jack Martin Smith']",English,American,red
476,Blazing Saddles,1974,88,91.0,Western,"comedy, western",R,English,,1h 33m,Mel Brooks,['Michael Hertzberg'],"['Andrew Bergman', ' Mel Brooks', ' Richard Pryor', ' Norman Steinberg', ' Alan Uger']","['Cleavon Little', ' Gene Wilder', ' Madeline Kahn', ' Slim Pickens', ' David Huddleston', ' Liam Dunn', ' Alex Karras', ' John Hillerman', ' George Furth', ' Mel Brooks', ' Mel Brooks', ' Andrew Bergman', ' Andrew Bergman', ' Mel Brooks', ' Richard Pryor', ' Alan Uger', ' Michael Hertzberg', ' Mel Brooks']",English,American,red
477,The Magnificent Seven,1960,89,87.0,Western,western,,English,,2h 6m,John Sturges,['John Sturges'],['William Roberts'],"['Yul Brynner', ' Eli Wallach', ' Steve McQueen', ' Horst Buchholz', ' Charles Bronson', ' Robert Vaughn', ' Brad Dexter', ' James Coburn', ' Vladimir Sokoloff', ' Rosenda Monteros', ' John Sturges', ' John Sturges', ' Walter Mirisch', ' William Roberts', ' Charles Lang', ' Ferris Webster', ' Edward Fitzgerald']",English,American,red
478,The Outlaw Josey Wales,1976,90,92.0,Western,western,PG,English,,2h 15m,Clint Eastwood,['Robert Daley'],"['Philip Kaufman', ' Sonia Chernus']","['Clint Eastwood', ' Chief Dan George', ' Sondra Locke', ' Bill McKinney', ' John Vernon', ' Paula Trueman', ' Sam Bottoms', ' Geraldine Keams', ' Clint Eastwood', ' Forrest Carter', ' Philip Kaufman', ' Sonia Chernus', ' Robert Daley', ' James Fargo', ' John G. Wilson', ' Bruce Surtees', ' Ferris Webster']",English,American,red
479,City Slickers,1991,90,64.0,Western,comedy,PG-13,English,$119.8M,1h 52m,Ron Underwood,['Irby Smith'],"['Lowell Ganz', ' Babaloo Mandel']","['Billy Crystal', ' Daniel Stern', ' Bruno Kirby', ' Patricia Wettig', ' Helen Slater', ' Jack Palance', ' Noble Willingham', ' Tracey Walter', ' Josh Mostel', ' David Paymer', ' Ron Underwood', ' Lowell Ganz', ' Babaloo Mandel', ' Billy Crystal', ' Irby Smith', ' Hummie Mann', ' Marc Shaiman', ' Thomas Richard Sharp', ' Dean Semler', ' O. Nicholas Brown']",English,American,red
